gene,U_statistic_MWU,p_value_MWU,FDR,hbMonocytes,htMonocytes,fold_change
FAM234A,698970,0.000935461,0.00118363,0.023791294,0.01892423,0.959781585
FAM241A,767486,9.8437E-19,6.64706E-18,0.146560769,0.073697862,0.701118539
FAM32A,800519.5,8.44985E-29,1.33661E-27,0.203698192,0.07416618,0.569550582
FAM35A,708274.5,1.02853E-05,1.55139E-05,0.050028639,0.032976341,0.884197416
FAM3A,724114.5,8.5191E-12,2.58196E-11,0.046008665,0.01276135,0.767879827
FAM3C,667612.5,0.030147296,0.033979786,0.018329498,0.047731232,1.254441442
FAM43A,696935.5,0.004596172,0.00551337,0.024588036,0.024007393,0.995233303
FAM45A,829328.5,7.58228E-29,1.20133E-27,0.344609893,0.250997309,0.788127455
FAM46A,767571,2.42938E-23,2.55636E-22,0.110756694,0.055604346,0.734820545
FAM47E,768021.5,2.24368E-18,1.46139E-17,0.113804495,0.077902727,0.829872843
FAM49A,619319,4.49792E-06,7.03495E-06,0.233645595,0.511781545,1.84061971
FAM49B,728831,0.00102131,0.001288073,0.5149428,0.508786759,0.989943859
FAM50A,693413,0.132683591,0.143063949,0.070145329,0.090410376,1.121079431
FAM53B,758611,1.54662E-15,7.36934E-15,0.128095419,0.089298519,0.827814184
FAM53C,689675.5,0.493684633,0.509097583,0.189224912,0.271830563,1.28837777
FAM71D,727477,1.25983E-11,3.73807E-11,0.055159807,0.021873515,0.781563565
FAM71F2,752626,4.55559E-14,1.82003E-13,0.106952048,0.067849174,0.80848502
FAM76A,713446,1.21555E-08,2.5174E-08,0.029281056,0.013582044,0.875902621
FAM76B,704031.5,0.000509796,0.000660478,0.057012375,0.04185371,0.901718299
FAM78A,743997,2.09623E-17,1.23493E-16,0.090156621,0.030634469,0.682347178
FAM83F,701991,8.65958E-05,0.000119976,0.027731726,0.016540896,0.910442021
FAM89B,767562,1.87385E-18,1.22919E-17,0.117887748,0.083730153,0.841210389
FAM8A1,731247,3.76209E-16,1.93854E-15,0.059792552,0.010772379,0.687803574
FAM91A1,713257.5,0.000192098,0.000258109,0.096397115,0.084849307,0.940358897
FAM96A,767623.5,1.95552E-13,7.22859E-13,0.193789069,0.157594704,0.875626551
FAM96B,700375.5,0.065639874,0.072172753,0.123125518,0.164494049,1.187740059
FAM98B,733098.5,1.0483E-10,2.77798E-10,0.063486131,0.044120928,0.879502687
FAM98C,767761.5,3.42445E-18,2.19381E-17,0.120180902,0.073085289,0.78337426
FAM9B,707935,3.14189E-05,4.53079E-05,0.040280158,0.02782888,0.909448345
FANCA,724983,2.58674E-15,1.20645E-14,0.036956596,0.003972728,0.754184004
FANCD2,722194.5,5.71086E-11,1.56443E-10,0.036369325,0.015868818,0.846546033
FAR1,796984.5,6.85328E-25,8.16361E-24,0.244986627,0.121234973,0.638376334
FAR2,695900.5,0.053760215,0.059493417,0.067121705,0.06616862,0.994200749
FARP1,747533,6.77419E-16,3.37635E-15,0.069612614,0.033226484,0.781906303
FARP2,688049.5,0.233958437,0.24728181,0.025467178,0.050367496,1.202950293
FARSA,708378,1.68983E-06,2.76132E-06,0.041212332,0.025521232,0.886655187
FARSB,701265,0.00013834,0.000188424,0.028378717,0.020949112,0.940848623
FAS,706519.5,1.5391E-05,2.28404E-05,0.038371395,0.020139957,0.865545828
FASN,688588,0.117507383,0.127094232,0.020507383,0.029927307,1.080011636
FASTK,724367,1.00645E-10,2.67216E-10,0.0516398,0.02577113,0.826226538
FASTKD5,686205,0.310152004,0.324575354,0.029449591,0.02855378,0.992928221
FAU,763315,3.86746E-07,6.76683E-07,4.393924436,3.427346137,0.78478151
FAXC,700185,0.000187435,0.000252121,0.021554064,0.026012002,1.037531494
FAXDC2,706150.5,0.000263634,0.000350314,0.036432936,0.039056193,1.019626716
FBL,697884,0.122891322,0.132711187,0.157188716,0.196662695,1.155156934
FBLIM1,790472.5,5.70276E-21,4.84461E-20,0.16362227,0.119515571,0.830909567
FBN2,705452,9.54762E-06,1.44415E-05,0.026937152,0.015046609,0.904233398
FBP1,645921,0.001013668,0.001279096,0.10636698,0.228451265,1.599653117
FBRS,734444.5,1.17115E-09,2.73531E-09,0.078793267,0.081922698,1.017779059
FBRSL1,724163.5,6.44861E-07,1.10334E-06,0.080957881,0.055858634,0.859137351
FBXL12,694931.5,0.005648127,0.006724749,0.024654795,0.025274579,1.005085228
FBXL15,710783,1.4683E-07,2.6995E-07,0.039641558,0.016109457,0.828064784
FBXL17,723161.5,1.55447E-08,3.1841E-08,0.06546832,0.040054358,0.843791769
FBXL18,756827.5,8.94125E-14,3.44771E-13,0.116737043,0.093632192,0.892014018
FBXL19-AS1,710267.5,0.003439952,0.004158671,0.102738931,0.11530621,1.062847875
FBXL2,712132.5,0.000207717,0.000278213,0.090928507,0.061197616,0.841985589
FBXL20,775709,1.08814E-19,8.07528E-19,0.153200639,0.083892982,0.723240053
FBXL3,732120.5,7.475E-09,1.58997E-08,0.103632492,0.078090224,0.872833582
FBXL5,947323,3.63716E-92,4.07362E-90,0.492573646,0.095085569,0.32606086
FBXL8,727242,2.26153E-15,1.06097E-14,0.034310684,0.008079763,0.800578721
FBXO11,728385.5,3.47062E-05,4.98419E-05,0.180580856,0.218295685,1.135759891
FBXO18,746620.5,5.56452E-16,2.81227E-15,0.097473874,0.045367098,0.732371841
FBXO21,705502,1.9894E-05,2.92511E-05,0.049512362,0.020403011,0.801622144
FBXO22,753438,5.29986E-20,4.05989E-19,0.093682435,0.029180936,0.662131248
FBXO25,720504.5,1.57434E-08,3.22344E-08,0.061948905,0.026195186,0.775378862
FBXO27,728489.5,1.53369E-10,3.98195E-10,0.054447233,0.041486411,0.9145469
FBXO28,693111,0.026912712,0.03042198,0.025495023,0.025929265,1.00353849
FBXO3,714431.5,2.67934E-08,5.33569E-08,0.031126922,0.024914842,0.951601013
FBXO30,706966,6.82837E-06,1.04781E-05,0.045129397,0.028375402,0.882307464
FBXO33,683088,0.801986752,0.811986587,0.071962277,0.117789939,1.270870182
FBXO34,613328,6.03187E-15,2.68745E-14,0.03459435,0.176199521,2.074240416
FBXO36,712609.5,1.50829E-08,3.0947E-08,0.034152396,0.018061024,0.877517523
FBXO38,740137,8.64969E-11,2.31864E-10,0.086587579,0.067371898,0.8954602
FBXO42,755529.5,7.69267E-19,5.25279E-18,0.075840513,0.037265959,0.777109504
FBXO43,711827,1.47536E-08,3.0329E-08,0.028175831,0.012894082,0.878136322
FBXO45,698436.5,0.000323584,0.000426889,0.026749874,0.023823015,0.976391428
FBXO48,702975,2.13127E-05,3.12522E-05,0.025468781,0.027707341,1.018245167
FBXO6,703891.5,0.000460678,0.000599633,0.042118973,0.036377542,0.958796561
FBXO7,746652.5,7.49338E-12,2.28961E-11,0.112395101,0.082694749,0.858313118
FBXO9,806444,8.70715E-29,1.37508E-27,0.229463165,0.118183984,0.659371375
FBXW11,704116,0.001692671,0.00209307,0.059138022,0.057976315,0.99257043
FBXW2,764289,1.20808E-15,5.81887E-15,0.153267864,0.104985918,0.807251849
FBXW4,714307,8.10604E-09,1.71771E-08,0.034686915,0.016288259,0.86052267
FBXW5,721268.5,4.66772E-07,8.10447E-07,0.085757176,0.049144155,0.79990885
FBXW7,732915,3.08391E-11,8.72267E-11,0.084617287,0.044885392,0.781502984
FCAR,693012,0.07260766,0.079600477,0.046761962,0.045030351,0.987973794
FCER1G,576397.5,9.83244E-11,2.6134E-10,1.648888171,2.352261139,1.402822204
FCF1,749456.5,2.79464E-14,1.1485E-13,0.116080433,0.053425618,0.706266496
FCGR2A,588802.5,4.07489E-09,8.91863E-09,0.681101236,1.222930994,1.696147783
FCGR2B,582066.5,1.3606E-30,2.40176E-29,0.017001571,0.260753125,3.133939155
FCGR3A,630194,9.25964E-05,0.00012798,0.95757826,0.772427984,0.824469297
FCGR3B,728298.5,1.69195E-09,3.87278E-09,0.133024259,0.051368046,0.645356606
FCGRT,720519.5,0.010488698,0.012222181,0.710620796,0.775903485,1.080810876
FCHO1,747817.5,4.8984E-21,4.1942E-20,0.056758593,0.017488249,0.744969818
FCHO2,690742.5,0.104169599,0.113032135,0.042187539,0.03641632,0.958603163
FCHSD2,704645.5,0.001572552,0.001949237,0.08127531,0.0604133,0.883125891
FCN1,991537,1.64889E-81,1.43453E-79,6.328686093,3.37672245,0.540615515
FCRL2,741966,2.12013E-16,1.12703E-15,0.058939817,0.020811251,0.755843336
FDFT1,755806,1.94908E-17,1.15242E-16,0.095892447,0.053649938,0.781259476
FDPS,732703,4.76919E-10,1.1682E-09,0.082325812,0.054973915,0.847664468
FDX1,711155,3.19823E-05,4.60727E-05,0.0543428,0.041909088,0.917965749
FEM1A,774190,1.14842E-18,7.72272E-18,0.130584672,0.102885619,0.878411179
FEM1B,730230,3.27921E-10,8.20559E-10,0.099895717,0.056678083,0.780754975
FEM1C,665784,0.03038661,0.034237642,0.034522504,0.074475606,1.303256167
FER,717821.5,2.89064E-08,5.73536E-08,0.044071868,0.028628984,0.890705751
FER1L5,727300,4.34685E-12,1.36719E-11,0.046026053,0.017243069,0.799072485
FERMT2,710275,1.33048E-05,1.98564E-05,0.030620483,0.038052481,1.058132868
FERMT3,794238.5,1.23706E-16,6.73029E-16,0.353760446,0.289481957,0.857470886
FES,752521,8.44679E-10,2.00647E-09,0.192288876,0.167942504,0.915905891
FEZ2,755058,5.52231E-18,3.46264E-17,0.116616434,0.044488204,0.662701532
FFAR2,717730,2.85477E-05,4.13782E-05,0.08829437,0.085945172,0.98733715
FFAR4,729048,1.5597E-12,5.13265E-12,0.04771761,0.017634021,0.792444158
FGD2,806505,1.72504E-30,3.01774E-29,0.186390199,0.092782808,0.66994877
FGD3,752366,1.94677E-24,2.23431E-23,0.069986062,0.012960551,0.658959936
FGD4,683167.5,0.850957309,0.858179261,0.172903223,0.257841041,1.314435732
FGD5-AS1,783966.5,6.91979E-23,6.97997E-22,0.145860756,0.087455761,0.759734555
FGD6,735192,2.36994E-15,1.11076E-14,0.068128507,0.022450408,0.7237541
FGF13,698297,0.000600131,0.000771563,0.015574567,0.025696081,1.089730451
FGF22,717998.5,6.86412E-08,1.30812E-07,0.0503755,0.034796604,0.894451946
FGFR1,737101.5,3.67061E-10,9.12176E-10,0.079464008,0.063690262,0.910725697
FGFR1OP,718055,1.35113E-07,2.49345E-07,0.075671996,0.02535905,0.708999671
FGFR1OP2,705655,0.003987729,0.004796499,0.090241274,0.095606176,1.028618033
FGFR2,725037,1.37784E-10,3.59939E-10,0.04935369,0.030592633,0.87200652
FGGY,706633.5,3.84747E-07,6.73428E-07,0.026309447,0.013061653,0.892759914
FGL2,847095.5,1.08394E-25,1.3879E-24,1.392974441,0.944321073,0.698930562
FGR,904190,4.4743E-48,1.84735E-46,1.006733778,0.507864746,0.548108812
FH,697107.5,0.005797143,0.006897114,0.040411467,0.041766529,1.009845255
FHAD1,711621.5,1.48683E-07,2.73121E-07,0.036403753,0.019810829,0.875827761
FHL3,700676.5,0.000232622,0.000310374,0.029408121,0.026874324,0.979990961
FHOD1,715417,5.70004E-06,8.81746E-06,0.061896601,0.052430397,0.940509447
FIBP,737572,1.10526E-09,2.58824E-09,0.099686494,0.081841096,0.90937329
FIG4,720517.5,2.63121E-09,5.8804E-09,0.04586857,0.026249355,0.862891961
FIP1L1,717755,1.75138E-08,3.55901E-08,0.06266047,0.021979553,0.745561395
FIS1,712831.5,0.000105704,0.000145314,0.077492069,0.076499467,0.994318792
FITM2,739550,3.02613E-14,1.23998E-13,0.061053177,0.031169866,0.811196974
FKBP10,734402,7.23515E-15,3.20015E-14,0.056445739,0.022648854,0.78006881
FKBP11,720410.5,2.50575E-08,5.00533E-08,0.051502586,0.044667802,0.954044802
FKBP14,722746,1.35472E-10,3.54089E-10,0.056816683,0.028539482,0.816430942
FKBP15,822012,1.7025E-37,4.59463E-36,0.209170466,0.090198905,0.611705276
FKBP1A,821667,6.75403E-20,5.1215E-19,0.763464741,0.595512117,0.80486265
FKBP2,682812,0.822771151,0.831733799,0.08069023,0.095491702,1.083194174
FKBP3,711783,9.32771E-05,0.000128903,0.084255169,0.057609729,0.853176747
FKBP4,628545.5,1.4845E-09,3.42528E-09,0.038562801,0.156623759,1.869454871
FKBP5,642877.5,0.010362461,0.012083751,0.477182442,0.731413837,1.442598032
FKBP8,732719,4.0748E-12,1.28578E-11,0.071365328,0.027226971,0.738190916
FKRP,696597,0.003667599,0.004426742,0.023411942,0.022538448,0.992759292
FKTN,710132.5,2.26169E-05,3.30601E-05,0.041527837,0.035252892,0.954775941
FLAD1,742561,1.66145E-11,4.8616E-11,0.095666794,0.068135744,0.857271706
FLCN,733139,2.01759E-07,3.65208E-07,0.115312692,0.096432076,0.911165602
FLG2,705365.5,4.14053E-06,6.50206E-06,0.027748074,0.021576449,0.950616177
FLI1,854883,2.00114E-47,8.02433E-46,0.272978627,0.112404825,0.566254912
FLII,770708,4.06725E-13,1.44218E-12,0.222539017,0.178898256,0.863521777
FLJ22447,820636.5,4.622E-28,6.97163E-27,0.238037739,0.147872454,0.73106045
FLJ37453,710707.5,8.90271E-08,1.67467E-07,0.028510884,0.016919817,0.907813821
FLJ40194,721643.5,1.20278E-10,3.16497E-10,0.034928001,0.014050566,0.842020164
FLNA,810779,2.82644E-16,1.47989E-15,1.234014941,0.965288345,0.79813805
FLNB,696734.5,0.009220888,0.010795186,0.02837056,0.046357499,1.143213713
FLOT1,661229,0.128544098,0.138661983,0.211457042,0.370280641,1.514522449
FLOT2,765532.5,3.9203E-16,2.01474E-15,0.161643704,0.093404705,0.736394855
FLRT2,734178.5,1.58231E-08,3.23908E-08,0.081709232,0.088117306,1.035812546
FLT1,663158,0.028411763,0.032064422,0.035756402,0.138891585,1.775563679
FLT3LG,735205.5,1.7831E-13,6.62645E-13,0.060946429,0.026092621,0.779644713
FLVCR1,743131,1.1718E-12,3.91279E-12,0.087611728,0.058116158,0.84042325
FLVCR2,702788.5,0.003319432,0.004016459,0.088051539,0.074970339,0.929396171
FLYWCH1,695976,0.00551168,0.006571126,0.029395394,0.027125206,0.982070849
FMC1,713370.5,9.29051E-08,1.74493E-07,0.034322024,0.019385484,0.886454346
FMN1,687525,0.255275313,0.269024729,0.023266905,0.057359068,1.282942624
FMNL1,832823.5,3.43855E-24,3.8645E-23,0.64707099,0.454600725,0.741406123
FMNL2,687446,0.126173138,0.136149619,0.019856756,0.021368458,1.012911563
FMO5,713935.5,1.4424E-06,2.37652E-06,0.054028732,0.028845519,0.833503016
FMR1,710355,3.81808E-05,5.45744E-05,0.049652092,0.034673946,0.898022264
FMR1-IT1,704866,1.40093E-05,2.0863E-05,0.024095215,0.016651572,0.938644424
FN1,618110,1.9255E-15,9.09895E-15,0.030911469,0.486459157,4.555188889
FN3K,761934.5,7.9912E-20,6.01748E-19,0.098469764,0.043967676,0.721493733
FN3KRP,705534,1.17729E-06,1.95961E-06,0.029950129,0.010204399,0.844735343
FNBP1,806349.5,1.78051E-20,1.44097E-19,0.378407914,0.261991925,0.755239596
FNBP4,753575.5,1.54724E-12,5.09508E-12,0.166267671,0.11728675,0.81410865
FNDC3A,714991,0.00017118,0.000231181,0.085951356,0.089978717,1.021986302
FNDC3B,659701.5,0.07688906,0.084123849,0.157348085,0.274624843,1.460680964
FNIP1,682601,0.847126743,0.854670013,0.053344595,0.092840039,1.262307722
FNIP2,655149,0.021684073,0.024671837,0.117791798,0.270124113,1.708468586
FNTA,782244,2.49956E-16,1.3208E-15,0.235666768,0.171450189,0.807094451
FNTB,703797,8.06007E-07,1.36373E-06,0.028840939,0.011169033,0.859819615
FOLR2,685307,0.449349048,0.464903071,0.02496504,0.058711794,1.276183589
FOLR3,749027,6.48125E-25,7.73938E-24,0.07675454,0.008970304,0.610388564
FOPNL,720361.5,1.8297E-09,4.16945E-09,0.053999442,0.038455486,0.897212358
FOS,579478.5,4.24418E-12,1.33663E-11,0.442289327,1.311629685,2.611340179
FOSB,279445.5,6.3657E-177,2.5845E-174,0.065122398,1.823882427,11.83334334
FOSL1,644888.5,1.50926E-13,5.68249E-13,0.001145919,0.063407201,1.632926665
FOSL2,302350,3.4689E-143,9.9414E-141,0.175831675,1.763266278,6.813581824
FOXJ2,724575,1.87427E-10,4.81364E-10,0.05776378,0.032881708,0.839458395
FOXJ3,714755,3.63585E-07,6.37878E-07,0.069510765,0.032139454,0.77586443
FOXK1,752274,1.33469E-13,5.05451E-13,0.092151732,0.091806846,0.99817883
FOXK2,680540,0.961097726,0.963669093,0.044622874,0.095270074,1.357054121
FOXM1,772680.5,3.88102E-25,4.72708E-24,0.087955598,0.041653888,0.74996394
FOXN2,769103.5,3.75847E-22,3.56598E-21,0.173382622,0.053402643,0.556626728
FOXN3,763571.5,3.17158E-10,7.94648E-10,0.303074665,0.284140368,0.952699637
FOXO1,714629,5.69997E-06,8.81746E-06,0.079475412,0.066478502,0.926446443
FOXO3,665325.5,0.200128819,0.212516915,0.168424466,0.346831263,1.671588441
FOXO4,707195,1.12956E-06,1.88241E-06,0.027142966,0.023649314,0.971908642
FOXP1,755493,6.0858E-11,1.662E-10,0.265089071,0.155669346,0.697997194
FOXP1-IT1,704421,7.10223E-07,1.20902E-06,0.02816616,0.011947127,0.870652014
FOXRED1,706991,0.000196025,0.000263131,0.041648043,0.037121484,0.967404946
FOXRED2,699330.5,0.001394821,0.001736664,0.024050583,0.031994828,1.06550598
FPGS,681331.5,0.930678953,0.934226405,0.011155505,0.034727436,1.217493286
FPR1,737926.5,0.000214853,0.000287375,0.763124256,0.820374895,1.066543522
FPR2,656010,0.015439702,0.017770429,0.08520486,0.223360475,1.757310067
FPR3,560867.5,3.39441E-47,1.35E-45,0.002949267,0.365677987,4.620993931
FRA10AC1,705918.5,3.60208E-05,5.16461E-05,0.043688036,0.023032852,0.853418442
FRAT1,797651,1.83345E-36,4.67674E-35,0.139822644,0.039234905,0.575663629
FRAT2,864370.5,2.92178E-67,2.07809E-65,0.241257726,0.02627827,0.364872306
FRG1,758217,1.27456E-16,6.91885E-16,0.120512681,0.078429656,0.806725622
FRMD4A,741897,2.63728E-14,1.08842E-13,0.083324412,0.043647568,0.78024328
FRMD4B,696560,0.044052855,0.049040446,0.077307952,0.081323976,1.023010185
FRMD8,709953,0.000813112,0.001034059,0.074438329,0.076578908,1.012469666
FRMPD1,725391,1.45384E-09,3.35771E-09,0.053148762,0.025664958,0.817229486
FRMPD3,700121,7.25018E-05,0.000101241,0.01988003,0.019125169,0.993553959
FRRS1L,722121.5,5.1535E-08,9.94567E-08,0.059387709,0.038987071,0.869737912
FRY,764680.5,3.80319E-26,5.01465E-25,0.131885916,0.02582435,0.537072328
FRYL,733374.5,1.37405E-08,2.83419E-08,0.104635531,0.08822593,0.918708036
FSCN1,678053,0.571445643,0.586263616,0.017480717,0.043077936,1.223156474
FSD2,718949.5,2.03456E-06,3.29753E-06,0.054483373,0.04968162,0.968348695
FSTL3,681410,0.915713758,0.920246995,0.014963016,0.030302162,1.136727701
FTH1,100511.5,2.0173E-278,9.8285E-275,10.49786388,31.76303783,3.007078481
FTL,822105.5,4.1323E-18,2.62656E-17,8.698513362,7.435710196,0.856430105
FTO,844818,6.18971E-35,1.45332E-33,0.31847644,0.191730204,0.695102382
FTSJ1,700585,0.000641823,0.000823102,0.02763478,0.019011652,0.930937245
FTSJ3,702268,0.000226061,0.000301868,0.028416213,0.031547709,1.024924212
FTX,846990.5,2.08975E-36,5.28896E-35,0.334125355,0.186693583,0.658208391
FUBP1,696828,0.057082366,0.063098194,0.076067293,0.104843134,1.166054228
FUBP3,694414.5,0.049437401,0.054809198,0.035796436,0.048139398,1.092789596
FUCA1,732090,3.66148E-10,9.10371E-10,0.097298144,0.044678378,0.729492895
FUCA2,696585,0.1204827,0.130225561,0.10534675,0.147469894,1.207942325
FUNDC2,707687.5,0.006610796,0.007827877,0.103366377,0.131171881,1.138617967
FUOM,671430,0.064831607,0.071324283,0.01026213,0.042669606,1.301502299
FURIN,673776.5,0.546302182,0.561930588,0.14086147,0.24545663,1.439316711
FUS,687343,0.655034571,0.668828415,0.4211912,0.522584258,1.195582525
FUT11,721815,3.08165E-06,4.89926E-06,0.081647863,0.074876677,0.96214516
FUT2,750585,1.90658E-23,2.02592E-22,0.059823744,0.009359882,0.678672932
FUT4,710231.5,2.36382E-08,4.73444E-08,0.029372033,0.010388139,0.850044165
FUT6,731491.5,8.8602E-12,2.67951E-11,0.051396313,0.03655748,0.900156453
FUT8,708630,4.24753E-06,6.66473E-06,0.032222935,0.027892523,0.96654695
FUZ,693835,0.000561084,0.00072308,0.015350383,0.023907117,1.076009239
FXN,729724,1.19687E-08,2.48082E-08,0.080448278,0.06284419,0.900918503
FXR1,732148.5,6.36386E-07,1.08922E-06,0.147531171,0.128563746,0.922504664
FXR2,715664,1.08971E-06,1.81942E-06,0.065464505,0.034253989,0.808158458
FXYD5,845840.5,2.07486E-28,3.21933E-27,0.577775174,0.401431234,0.738749604
FXYD6,732771,1.52586E-12,5.02637E-12,0.06840252,0.045138285,0.859538433
FYB1,908858.5,8.47303E-48,3.44005E-46,1.456428705,0.782786299,0.566413927
FYCO1,708421,3.49479E-07,6.14679E-07,0.03430293,0.020830347,0.897568284
FYN,819002,2.65803E-24,3.02215E-23,0.446638662,0.324780632,0.775939921
FYTTD1,700759.5,0.042170057,0.047014306,0.110498152,0.141638724,1.149914165
FZD1,710021.5,2.00842E-07,3.63756E-07,0.050179756,0.023175053,0.816798387
FZD10-AS1,705654,2.72261E-05,3.95308E-05,0.023357036,0.018055919,0.95603709
FZD3,779347,1.82325E-23,1.94374E-22,0.12521149,0.062136302,0.716434472
G0S2,256471.5,3.4344E-218,4.1831E-215,0.009996603,3.873658774,37.03452032
G2E3,712850,1.02901E-07,1.92303E-07,0.036138141,0.020697772,0.88422271
G3BP1,710138,0.001615889,0.002001427,0.114340638,0.113105024,0.994159654
G3BP2,720361,6.03768E-05,8.48323E-05,0.09838292,0.093672777,0.975920428
G6PC3,707509.5,0.000699023,0.00089258,0.063713999,0.057019161,0.958401275
G6PD,829163.5,5.45604E-31,1.00309E-29,0.346573795,0.171550712,0.605624734
GAA,739519,1.4211E-07,2.61812E-07,0.159940813,0.127522959,0.873941592
GAB1,707203,1.45458E-06,2.39456E-06,0.049326923,0.01655417,0.776373741
GAB2,718367,0.000160307,0.000216979,0.182604182,0.143563255,0.860482771
GAB3,720081.5,1.49624E-08,3.07257E-08,0.048483472,0.044672492,0.973845085
GABARAP,772044.5,1.21816E-25,1.55363E-24,0.09196194,0.020246578,0.620927642
GABARAPL1,465049.5,2.51676E-73,2.00277E-71,0.042531544,0.602084604,5.003783432
GABARAPL2,751834.5,4.40444E-11,1.22795E-10,0.168696499,0.119464049,0.814860637
GABBR1,703659,7.33767E-05,0.000102389,0.051867463,0.034965342,0.886632946
GABPA,716538,3.63464E-10,9.04621E-10,0.036357713,0.022305652,0.894805928
GABPB1,758647.5,1.1812E-16,6.44796E-16,0.12023133,0.063757255,0.740296375
GABPB1-AS1,827645,2.02203E-34,4.52935E-33,0.227328676,0.089460559,0.575206426
GABPB2,805744,3.39306E-30,5.86206E-29,0.164548376,0.095001656,0.734324228
GABRD,703496,0.000215162,0.000287749,0.029903683,0.028007949,0.985088012
GABRG2,726980,2.73238E-14,1.12576E-13,0.034531487,0.013133099,0.83759081
GADD45A,703755,7.9914E-05,0.000111034,0.050204169,0.034216251,0.891554919
GADD45B,556115,4.59459E-30,7.89588E-29,0.056179738,0.531762613,4.100193217
GADD45GIP1,690096.5,0.198664182,0.211007608,0.048790506,0.066460846,1.121017265
GAK,778024,5.60309E-16,2.82883E-15,0.231561596,0.164639987,0.796458541
GALC,730911.5,2.77847E-07,4.94762E-07,0.127182432,0.117302781,0.955974405
GALE,693823,0.01284483,0.014869909,0.025214842,0.016958065,0.93256437
GALK1,699397.5,0.005937186,0.007057696,0.031558613,0.039560748,1.062136504
GALK2,726117.5,1.40025E-10,3.65497E-10,0.054758441,0.029422743,0.833299105
GALM,711790,9.64091E-05,0.000133061,0.063672376,0.057158734,0.959516677
GALNS,727233.5,4.89056E-11,1.35264E-10,0.057860582,0.035668699,0.856905138
GALNT1,723171.5,4.87648E-05,6.91149E-05,0.155412971,0.140620986,0.941449767
